artist,genre
ERIC CARMEN,"['soft rock', 'mellow gold']"
BUDDY JEWELL,"['contemporary country', 'country road', 'country', 'modern country rock']"
3T,"['boy band', 'new jack swing', 'soul christmas', 'r&b', 'urban contemporary']"
DAN FOGELBERG,"['soft rock', 'mellow gold', 'folk rock', 'traditional folk', 'folk christmas', 'singer-songwriter', 'country rock', 'folk-pop', 'folk']"
PANIC AT THE DISCO,"['pop punk', 'vegas indie']"
THE HI-LITES,[]
DERRINGER,[]
THELMA JONES,[]
LIMAHL,"['new romantic', 'new wave pop', 'dance rock', 'new wave', 'hi nrg', 'soul christmas', 'synthpop']"
JANICE HARPER,[]
MOS DEF & PHAROAHE MONCH feat NATE DOGG,[]
THE BELLAMY BROTHERS,"['nashville sound', 'country', 'traditional country', 'country gospel']"
BILLY RAY CYRUS featuring MILEY CYRUS,"['country', 'country christmas', 'contemporary country', 'country road']"
JAMES BROWN & THE FAMOUS FLAMES,[]
ROD STEWART,"['mellow gold', 'soft rock', 'singer-songwriter', 'folk rock', 'glam rock', 'classic rock', 'roots rock', 'folk christmas', 'blues-rock', 'album rock', 'rock']"
J.J. CALE,"['modern blues', 'electric blues', 'blues-rock', 'roots rock', 'southern rock', 'british blues', 'classic rock', 'mellow gold', 'texas blues', 'country rock', 'country blues', 'blues', 'folk rock', 'traditional blues', 'soft rock']"
ROBBIE NEVIL,['new wave pop']
CANTINA BAND,[]
CRASH TEST DUMMIES,"['pop rock', 'canadian indie', 'post-grunge', 'pop christmas', 'neo mellow', 'mellow gold', 'alternative rock', 'singer-songwriter']"
SAN REMO GOLDEN STRINGS,['deep motown']
ANNE VINCENT,[]
DJ DRAMA featuring WALE,"['trap music', 'pop rap', 'southern hip hop', 'crunk', 'dirty south rap', 'alternative hip hop']"
THE DIPLOMATS,"['alternative hip hop', 'trap music', 'hip hop', 'hardcore hip hop', 'pop rap', 'rap', 'pop christmas']"
THE THREE DEGREES,"['disco', 'hi nrg', 'soul christmas', 'quiet storm', 'motown', 'post-disco', 'soul', 'funk']"
TOM POWERS,[]
OUTKAST feat SLEEPY BROWN,"['hip hop', 'pop rap', 'dirty south rap', 'southern hip hop', 'rap']"
BILL HALEY AND HIS COMETS,[]
CHRISTINA AGUILERA featuring LIL' KIM,"['dance pop', 'pop christmas', 'pop', 'teen pop']"
BEAU BRUMMELS,"['british invasion', 'classic garage rock', 'freakbeat', 'psychedelic rock', 'bubblegum pop', 'merseybeat', 'protopunk', 'folk rock', 'british blues', 'country rock']"
CHRISTINA GRIMMIE,"['viral pop', 'teen pop', 'pop']"
PAT BENATAR,"['album rock', 'new wave pop', 'rock', 'soft rock', 'mellow gold']"
FABOLOUS featuring TAMIA or ASHANTI,"['pop rap', 'trap music', 'southern hip hop', 'hip hop', 'alternative hip hop', 'dirty south rap', 'rap', 'hardcore hip hop']"
YVONNE ELLIMAN,"['disco', 'hi nrg', 'soft rock']"
TORREY CARTER,[]
PHYLLIS NELSON,"['hi nrg', 'disco']"
RUBY ANDREWS,"['chicago soul', 'southern soul', 'deep southern soul', 'northern soul', 'memphis soul']"
JEFF BECK & ROD STEWART,[]
SCOTTY EMERICK with TOBY KEITH,['deep contemporary country']
FELONY,[]
DIXIE CUPS,"['brill building pop', 'girl group', 'doo-wop']"
MEGADETH,"['speed metal', 'metal', 'thrash metal', 'groove metal']"
TWINZ,"['g funk', 'west coast rap', 'gangster rap', 'hyphy']"
ROGER DALTRY,[]
PERRY COMO,"['christmas', 'adult standards', 'lounge', 'easy listening']"
QUEENS OF THE STONE AGE,"['stoner rock', 'funk metal', 'alternative rock', 'alternative metal', 'stoner metal', 'neo-psychedelic', 'rock']"
RICK DERRINGER,"['southern rock', 'blues-rock', 'classic rock', 'british blues', 'modern blues', 'electric blues', 'album rock']"
MAC MILLER,"['alternative hip hop', 'indie r&b', 'pop rap', 'hip hop']"
THE IDES OF MARCH,['bubblegum pop']
CURLEY PUTNAM,[]
RICHIE SAMBORA,"['heavy christmas', 'hard rock', 'rock', 'glam metal', 'album rock', 'glam rock']"
MARTIKA,"['new wave pop', 'hi nrg', 'freestyle']"
TREY SONGZ featuring NICKI MINAJ,"['r&b', 'indie r&b', 'urban contemporary', 'pop christmas', 'dance pop', 'pop rap']"
RODNEY CROWELL,"['outlaw country', 'texas country', 'country rock', 'traditional country', 'cowpunk', 'alternative country', 'folk christmas', 'nashville sound', 'folk', 'country']"
C&C MUSIC FACTORY featuring FREEDOM WILLIAMS,"['hip house', 'freestyle', 'eurodance']"
THE SKA KINGS,[]
LINA SANTIAGO,['freestyle']
JA RULE featuring ASHANTI,"['rap', 'hip hop', 'pop rap', 'hip pop', 'gangster rap', 'hardcore hip hop', 'southern hip hop', 'dirty south rap', 'crunk']"
FOUR TOPS,"['motown', 'soul', 'chicago soul', 'soul christmas', 'southern soul', 'quiet storm', 'classic funk rock', 'brill building pop', 'funk', 'soul blues', 'funk rock']"
TRICK PONY,"['country', 'country dawn', 'contemporary country', 'country road']"
VILLAGE SOUL CHOIR,[]
GEORGE BURNS,[]
APOCALYPTICA featuring ADAM GONTIER of THREE DAYS GRACE,"['bow pop', 'power metal', 'progressive metal', 'heavy christmas', 'cello', 'classical christmas']"
THE PETS,[]
BLACK CROWES,"['southern rock', 'blues-rock', 'classic rock', 'rock', 'jam band', 'modern blues', 'roots rock', 'hard rock', 'album rock', 'british blues']"
PETER MURPHY,"['gothic rock', 'dark wave', 'uk post-punk', 'new wave']"
TIM McGRAW with CATHERINE DUNN,"['country', 'contemporary country']"
ANDREWS SISTERS,"['cabaret', 'christmas', 'lounge', 'adult standards', 'jazz christmas', 'swing', 'vocal jazz']"
THE USED & MY CHEMICAL ROMANCE,[]
BOB LIND,"['merseybeat', 'british invasion', 'bubblegum pop']"
AEROSMITH,"['rock', 'album rock', 'hard rock', 'classic rock', 'glam rock']"
USHER featuring JAY-Z,"['r&b', 'urban contemporary', 'pop christmas', 'dance pop', 'pop', 'pop rap', 'southern hip hop', 'hip hop']"
THE CHAMPS' BOYS ORCHESTRA,[]
'TIL TUESDAY,"['new wave pop', 'dance rock', 'new romantic', 'new wave']"
JAMES GANG,"['classic rock', 'southern rock', 'blues-rock', 'album rock', 'rock', 'psychedelic rock']"
FUGEES (TRANZLATOR CREW),"['hip hop', 'rap', 'old school hip hop', 'hardcore hip hop', 'east coast hip hop', 'underground hip hop', 'pop rap', 'alternative hip hop']"
VANILLA ICE,"['juggalo', 'rap rock', 'old school hip hop']"
RED HOT CHILI PEPPERS,"['funk metal', 'funk rock', 'rap rock', 'alternative rock', 'permanent wave', 'classic funk rock', 'nu metal', 'rock']"
MUSE,"['permanent wave', 'piano rock', 'rock']"
SYSTEM OF A DOWN,"['alternative metal', 'nu metal', 'rap rock', 'funk metal', 'groove metal', 'alternative rock']"
ENRIQUE IGLESIAS featuring SAMMY ADAMS,"['latin', 'dance pop', 'latin pop', 'pop', 'hurban', 'tropical']"
DR. JOHN,"['new orleans blues', 'boogie-woogie', 'piano blues']"
JAMUL,['psychedelic blues-rock']
NANCY MARTINEZ,"['freestyle', 'deep freestyle']"
JANIS JOPLIN,"['classic rock', 'blues-rock', 'psychedelic rock', 'folk rock', 'roots rock', 'rock', 'mellow gold', 'album rock', 'singer-songwriter']"
VELS,"['deep new wave', 'new romantic']"
CHARLIE PUTH featuring MEGHAN TRAINOR,['viral pop']
STAIND,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rap metal', 'funk metal', 'funk rock', 'alternative rock', 'groove metal', 'pop rock']"
RHYTHM HERITAGE,[]
THE HARDEN TRIO,[]
MONGO SANTAMARIA,"['latin jazz', 'cuban rumba', 'mambo', 'boogaloo']"
EBONYS,['chicago soul']
CARL SMITH,"['cowboy western', 'western swing', 'traditional country', 'country gospel', 'nashville sound', 'honky tonk']"
JOE 'FINGERS' CARR,['exotica']
JIMMY EAT WORLD,"['emo', 'punk christmas', 'pop punk', 'pop rock', 'post-grunge', 'pop christmas']"
JIM WEATHERLY,[]
DOUBLE EXPOSURE,[]
THE STREET PEOPLE,[]
THE JONES BOYS,[]
THE INCREDIBLES,['northern soul']
JASON ALDEAN with LUKE BRYAN & ERIC CHURCH,"['contemporary country', 'country road', 'country']"
NITEFLYTE,[]
OHIO EXPRESS,"['bubblegum pop', 'british invasion']"
SAIGON KICK,"['glam metal', 'hard rock', 'sleaze rock', 'funk metal', 'rock', 'album rock']"
DOLLY PARTON & KENNY ROGERS,"['nashville sound', 'country christmas']"
THE VELVETS,['doo-wop']
GIUFFRIA,"['melodic hard rock', 'glam metal', 'hard rock', 'album rock', 'sleaze rock']"
50 CENT feat NATE DOGG,"['pop rap', 'rap', 'hip hop']"
JEFF HEALEY BAND,[]
RAPPIN' 4-TAY feat. THE SPINNERS,"['hyphy', 'west coast rap', 'g funk', 'gangster rap']"
MICHAEL RAY,[]
MANDY MOORE,"['dance pop', 'teen pop', 'europop', 'pop', 'pop rock']"
COVER GIRLS,['freestyle']
FU-SCHNICKENS,"['old school hip hop', 'rap', 'hardcore hip hop', 'east coast hip hop', 'hip hop', 'deep east coast hip hop', 'gangster rap']"
T.I. featuring B.o.B.,"['pop rap', 'southern hip hop', 'dirty south rap', 'trap music', 'crunk', 'gangster rap', 'hip hop']"
SPIRAL STAIRCASE,[]
PETER GABRIEL,"['art rock', 'progressive rock', 'permanent wave', 'new wave pop', 'soft rock', 'album rock', 'mellow gold']"
TIMBALAND featuring ONEREPUBLIC,"['dance pop', 'pop rap', 'pop', 'hip hop']"
BOSS,[]
THE MINIATURE MEN,[]
NATASHA BEDINGFIELD featuring SEAN KINGSTON,"['pop christmas', 'pop', 'dance pop', 'europop', 'teen pop', 'pop rock', 'neo mellow', 'new wave pop']"
ETTA JAMES,"['jazz blues', 'soul blues', 'soul', 'soul christmas', 'vocal jazz', 'jazz christmas']"
GERARD McMAHON,[]
NATALIE COLE,"['vocal jazz', 'adult standards', 'lounge', 'christmas', 'quiet storm', 'soul christmas', 'jazz christmas']"
THE FALCONS,[]
R. KELLY,"['urban contemporary', 'r&b', 'pop christmas', 'new jack swing', 'soul christmas', 'dance pop', 'indie r&b', 'pop', 'pop rap']"
TAYLOR JOHN WILLIAMS,[]
JOE HENDERSON,"['hard bop', 'contemporary post-bop']"
LIT,"['post-grunge', 'pop punk', 'pop rock', 'alternative rock', 'rap rock', 'ska punk', 'skate punk']"
KERI HILSON featuring KANYE WEST & NE-YO,"['r&b', 'hip pop', 'urban contemporary', 'dance pop', 'pop', 'indie r&b']"
A$AP ROCKY featuring SKRILLEX & BIRDY NAM NAM,"['alternative hip hop', 'trap music', 'pop rap', 'east coast hip hop', 'hip hop']"
XSCAPE featuring MC LYTE,"['new jack swing', 'urban contemporary', 'soul christmas', 'r&b', 'hip pop', 'pop christmas']"
MEREDITH BROOKS,"['lilith', 'new wave pop', 'pop rock', 'folk-pop']"
BIG SEAN featuring WIZ KHALIFA,"['alternative hip hop', 'pop rap', 'trap music', 'indie r&b', 'hip hop']"
CYNTHIA,['freestyle']
THE FOUNDATIONS,"['british invasion', 'merseybeat', 'bubblegum pop', 'brill building pop', 'beach music', 'motown', 'rock-and-roll', 'british blues']"
HAYLEY MILLS,['movie tunes']
VOYAGE,[]
ONE 2 MANY,[]
THE CHIFFONS,"['brill building pop', 'girl group', 'doo-wop']"
DEE MULLINS,['deep motown']
HERB ALPERT featuring JANET JACKSON,"['lounge', 'adult standards']"
RAY PARKER JR. & RAYDIO,[]
HUDSON & LANDRY,[]
ELMORE JAMES,"['blues', 'traditional blues', 'chicago blues', 'delta blues', 'memphis blues', 'acoustic blues', 'country blues', 'piano blues', 'texas blues', 'electric blues', 'piedmont blues', 'jazz blues', 'louisiana blues', 'soul blues', 'modern blues']"
THE GOODEES,['girl group']
ELLIOTT YAMIN,"['idol', 'pop', 'dance pop']"
JANA KRAMER,"['modern country rock', 'country dawn', 'country road', 'contemporary country']"
THE TIME,"['classic funk rock', 'funk', 'funk rock', 'p funk', 'post-disco']"
JAZMINE SULLIVAN,"['r&b', 'urban contemporary', 'neo soul', 'hip pop', 'dance pop']"
PLEASURE P,"['alternative r&b', 'r&b', 'urban contemporary']"
THE MASKMAN & THE AGENTS,[]
GAME featuring CHRIS BROWN,"['gangster rap', 'pop rap', 'hip hop', 'rap', 'alternative hip hop']"
GEORGE HAMILTON,[]
JOHN'S CHILDREN,"['freakbeat', 'classic garage rock', 'mod revival', 'british blues', 'psychedelic rock']"
WALE featuring MIGUEL,"['alternative hip hop', 'pop rap', 'trap music', 'hip hop', 'indie r&b']"
BIG AL DOWNING,"['traditional rockabilly', 'rockabilly']"
RICK ROSS featuring JAY Z,"['trap music', 'southern hip hop', 'pop rap', 'dirty south rap', 'alternative hip hop', 'crunk', 'gangster rap', 'hip hop', 'indie r&b', 'rap']"
JUMP'N'THE SADDLE,[]
FORTUNES,"['merseybeat', 'british invasion', 'bubblegum pop', 'brill building pop']"
THE ESSEX,[]
FELIX CAVALIERE,['deep soft rock']
PLAYA,"['new jack swing', 'r&b', 'urban contemporary']"
EVIE SANDS,"['brill building pop', 'girl group']"
LOCASH,[]
CHARO with THE SALSOUL ORCHESTRA,"['rumba', 'world christmas', 'flamenco']"
PETER YARROW,"['traditional folk', 'contemporary folk', 'folk']"
NOEL HARRISON,"['merseybeat', 'british invasion']"
SHERYL CROW,"['folk christmas', 'folk-pop', 'pop christmas', 'lilith', 'singer-songwriter', 'permanent wave', 'new wave pop', 'pop rock', 'roots rock', 'mellow gold', 'country rock', 'neo mellow']"
JIMMY BARNES,"['australian pop', 'australian alternative rock']"
CHAD KROEGER featuring JOSEY SCOTT,[]
STAN GETZ / CHARLIE BYRD,[]
GINGER BAKER'S AIR FORCE,['deep free jazz']
LINDA LEWIS,[]
O.V. WRIGHT with THE KEYS,[]
FLO RIDA,"['pop rap', 'dance pop', 'southern hip hop', 'pop', 'hip pop', 'trap music']"
SAMMY JOHNS,"['bubblegum pop', 'soft rock']"
DON CORNELL,"['deep adult standards', 'adult standards', 'christmas', 'lounge']"
BRAND NUBIAN,"['old school hip hop', 'east coast hip hop', 'hip hop', 'rap', 'hardcore hip hop', 'underground hip hop']"
FLO RIDA featuring DAVID GUETTA,"['pop rap', 'dance pop', 'southern hip hop', 'pop', 'hip pop', 'trap music']"
SPANISH FLY,[]
SAMI JO,[]
Polyphonic,[]
SNOOP DOGG,"['gangster rap', 'g funk', 'west coast rap', 'hip hop', 'rap', 'pop rap', 'pop christmas']"
BILLIE JO SPEARS,"['country gospel', 'nashville sound', 'traditional country', 'cowboy western', 'honky tonk', 'outlaw country', 'western swing', 'country']"
GREG KIHN BAND,['album rock']
DJ COMPANY,"['bubblegum dance', 'eurodance']"
FIELD MOB,"['crunk', 'southern hip hop', 'dirty south rap', 'trap music', 'pop rap', 'hip pop', 'gangster rap']"
TENNESSEE ERNIE FORD,"['western swing', 'country gospel', 'cowboy western', 'traditional country', 'nashville sound', 'country christmas']"
ORION THE HUNTER,['melodic hard rock']
BILLY RANKIN,[]
THE BARDEN BELLAS,['a cappella']
JOHN ROBERTS,['deep soul house']
ADAM FAITH with THE ROULETTES,"['merseybeat', 'british invasion', 'rock-and-roll']"
RONNIE MILSAP,"['country christmas', 'nashville sound', 'country gospel', 'country', 'traditional country']"
CRABBY APPLETON,[]
PSY featuring CL,[]
KE$HA featuring LIL WAYNE,"['pop', 'teen pop', 'dance pop', 'europop']"
KENDRICK LAMAR featuring MC EIHT,"['alternative hip hop', 'hip hop', 'pop rap', 'trap music', 'indie r&b']"
JOE JACKSON,"['permanent wave', 'pub rock', 'art rock', 'new wave', 'dance rock', 'new romantic', 'glam rock', 'mellow gold', 'new wave pop', 'soft rock']"
NATE RUESS,[]
BARRY MANN,"['brill building pop', 'rock-and-roll', 'doo-wop', 'bubblegum pop']"
NEAL McCOY,"['country', 'country christmas', 'country road', 'contemporary country']"
OG MACO,[]
PITBULL featuring CHRISTINA AGUILERA,"['dance pop', 'pop', 'pop rap', 'latin', 'hurban']"
ROBERT MITCHUM,[]
JOHN LEGEND featuring ANDRE 3000,"['r&b', 'neo soul', 'urban contemporary', 'pop christmas', 'indie r&b', 'soul christmas', 'pop', 'dance pop']"
JO STAFFORD & GORDON MacRAE,[]
TOMMY LEONETTI,[]
GYRL,['new jack smooth']
DON BROWN,['deep soft rock']
HADDAWAY,"['eurodance', 'bubblegum dance', 'europop', 'hip house']"
ZEDD featuring JON BELLION,"['complextro', 'edm', 'electro house', 'house', 'big room', 'german techno', 'progressive house']"
SUNDAY,[]
CITY HIGH featuring EVE,"['hip pop', 'urban contemporary', 'r&b', 'pop christmas']"
LARRY CARLTON,"['jazz christmas', 'smooth jazz', 'jazz fusion', 'jazz funk']"
BOB CREWE,[]
TAMMY WYNETTE,"['country gospel', 'nashville sound', 'country christmas', 'traditional country', 'honky tonk', 'cowboy western', 'country', 'country dawn', 'outlaw country']"
QUINCY JONES with DUNE,"['jazz funk', 'funk', 'classic funk rock', 'funk rock', 'soul christmas', 'quiet storm', 'soul', 'jazz christmas']"
BIRDMAN featuring DRAKE & LIL WAYNE,"['pop rap', 'trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'alternative hip hop', 'hip hop']"
SINEAD O'CONNOR,"['new wave pop', 'lilith', 'folk-pop', 'pop christmas', 'pop rock', 'singer-songwriter']"
NEW BOYZ featuring THE CATARACS & DEV,"['jerk', 'pop rap', 'southern hip hop', 'alternative hip hop', 'trap music', 'dance pop']"
USHER feat LUDACRIS & LIL JON,"['r&b', 'urban contemporary', 'pop christmas', 'dance pop', 'pop', 'pop rap', 'southern hip hop', 'hip hop']"
FLAVOR UNIT MC'S,[]
THEM,"['british invasion', 'british blues']"
JIMMY WITHERSPOON,"['jazz blues', 'jump blues', 'piano blues', 'memphis blues', 'soul blues', 'chicago blues', 'louisiana blues', 'blues', 'boogie-woogie', 'new orleans blues', 'traditional blues', 'delta blues', 'electric blues', 'swamp blues', 'harmonica blues', 'acoustic blues', 'texas blues', 'jazz christmas']"
THEE MIDNITERS,['classic garage rock']
EDENS EDGE,"['modern country rock', 'country dawn', 'country road', 'contemporary country', 'country christmas']"
J. COLE,"['alternative hip hop', 'pop rap', 'trap music', 'indie r&b', 'hip hop']"
JON BON JOVI,[]
DR. ALBAN,"['eurodance', 'bubblegum dance', 'hip house', 'europop']"
JOHNNY DUNCAN,['nashville sound']
CHRISTINA AGUILERA feat LIL' KIM,"['dance pop', 'pop christmas', 'pop', 'teen pop']"
ALLMAN BROTHERS BAND,"['southern rock', 'blues-rock', 'jam band', 'modern blues', 'classic rock', 'country rock', 'roots rock', 'electric blues', 'british blues', 'mellow gold', 'folk rock', 'rock', 'album rock']"
CRYIN' SHAMES,[]
PLACIDO DOMINGO & JOHN DENVER,[]
YOLANDA ADAMS,"['gospel', 'christian christmas']"
LIL' MO feat FABOLOUS,"['hip pop', 'r&b', 'urban contemporary', 'new jack swing', 'neo soul']"
GRAYSON HUGH & BETTY WRIGHT,[]
THE SHINDOGS,[]
ROY HEAD,[]
LEROY ANDERSON,"['tin pan alley', 'easy listening', 'christmas']"
PERRY COMO / EDDIE FISHER,[]
TIFFANY,"['new wave pop', 'hi nrg', 'europop', 'dance pop', 'soul christmas', 'pop christmas']"
MIRANDA COSGROVE,"['teen pop', 'pop christmas', 'pop', 'dance pop']"
THE KIT KATS,[]
MONCHY & ALEXANDRA,"['bachata', 'tropical', 'merengue', 'hurban']"
JOE STAMPLEY,"['nashville sound', 'country christmas']"
THE ROOSTERS,['j-punk']
POINT BLANK,['southern rock']
JON PARDI,"['modern country rock', 'country road', 'contemporary country']"
JAMES & BOBBY PURIFY,"['northern soul', 'chicago soul', 'beach music', 'southern soul', 'memphis soul', 'motown', 'soul', 'soul blues']"
PAULINA RUBIO,"['latin pop', 'latin', 'hurban', 'spanish pop']"
JOHN LEGEND,"['r&b', 'neo soul', 'urban contemporary', 'pop christmas', 'indie r&b', 'soul christmas', 'pop', 'dance pop']"
H-TOWN,"['new jack swing', 'boy band', 'urban contemporary']"
THE DUBS,['doo-wop']
SHEILA,['ye ye']
CAUSE & EFFECT,['neo-synthpop']
GENE COTTON with KIM CARNES,[]
DMX featuring FAITH EVANS,"['rap', 'hip hop', 'gangster rap', 'hardcore hip hop', 'pop rap']"
FIXX,"['new wave', 'new romantic', 'dance rock', 'new wave pop', 'synthpop', 'art rock']"
TIMBALAND featuring KERI HILSON & D.O.E.,"['dance pop', 'pop rap', 'pop', 'hip hop']"
GIGGLES,"['freestyle', 'deep freestyle']"
NB RIDAZ featuring ANGELINA,"['chicano rap', 'latin hip hop']"
FREE,"['classic rock', 'british blues', 'blues-rock', 'rock', 'album rock', 'southern rock', 'psychedelic rock', 'hard rock', 'electric blues', 'glam rock']"
GEORGE LAMOND,['freestyle']
BLUE TRAIN,[]
D.C. LaRUE,['deep disco']
THE SERENDIPITY SINGERS,[]
STORIES,[]
FIVE STAIRSTEPS & CUBIE,['deep northern soul']
VERNON BURCH,['post-disco']
CHARLES & EDDIE,[]
DENNIS EDWARDS,"['motown', 'quiet storm', 'soul', 'funk', 'post-disco', 'disco', 'classic funk rock', 'funk rock']"
BADGE,[]
BLOODSTONE,"['funk', 'classic funk rock', 'quiet storm', 'chicago soul', 'funk rock', 'motown', 'soul']"
2NU,[]
GEORGE LAMONT,[]
MANNIE FRESH,"['crunk', 'dirty south rap', 'southern hip hop', 'trap music', 'bounce', 'pop rap', 'gangster rap']"
HOT CHOCOLATE,"['disco', 'classic funk rock', 'funk rock', 'funk', 'hi nrg', 'soul christmas', 'soul', 'motown', 'quiet storm', 'soft rock']"
SHIRLEY & COMPANY,"['disco', 'hi nrg']"
THE CHAD MITCHELL TRIO,"['contemporary folk', 'traditional folk']"
MASS PRODUCTION,"['post-disco', 'funk', 'classic funk rock', 'funk rock', 'disco']"
YOUNG RASCALS,"['british invasion', 'bubblegum pop', 'brill building pop', 'merseybeat', 'british blues']"
K CAMP,"['deep trap', 'trap music']"
KEITH MURRAY featuring DEF SQUAD,[]
NARVEL FELTS,"['rockabilly', 'nashville sound', 'traditional country', 'western swing', 'rock-and-roll', 'country gospel', 'cowboy western', 'country christmas']"
KEN COPELAND,"['rhythm and boogie', 'vintage rockabilly']"
BOW WOW featuring T-PAIN & JOHNTA AUSTIN,"['pop rap', 'hip pop', 'jerk', 'southern hip hop', 'crunk', 'dirty south rap', 'hip hop', 'trap music', 'dance pop', 'urban contemporary', 'r&b']"
ACE CANNON,['nashville sound']
BETTY EVERETT & JERRY BUTLER,[]
AL CASEY,[]
JONATHAN EDWARDS,"['folk rock', 'country rock', 'traditional folk', 'mellow gold', 'soft rock', 'singer-songwriter', 'folk', 'folk-pop']"
DADDY YANKEE featuring FERGIE,"['reggaeton', 'hurban', 'latin hip hop', 'tropical']"
BUSTA RHYMES feat P. DIDDY & PHARRELL,[]
THE ZOMBIES,"['british invasion', 'psychedelic rock', 'merseybeat', 'british blues', 'protopunk']"
ZAC EFRON,"['hollywood', 'teen pop']"
DEMI LOVATO featuring CHER LLOYD,"['teen pop', 'pop christmas', 'pop', 'dance pop']"
JAMIE FOXX featuring TWISTA,"['r&b', 'urban contemporary', 'neo soul', 'dance pop', 'indie r&b']"
PAUL ANKA & ODIA COATES,[]
FRANK SINATRA & SAMMY DAVIS JR.,[]
HARRY CONNICK JR.,"['adult standards', 'lounge', 'christmas', 'vocal jazz', 'jazz christmas', 'pop christmas']"
EMITT RHODES,"['power pop', 'pub rock', 'folk rock']"
RAY KENNEDY,[]
CASSIDY featuring SWIZZ BEATZ,[]
SENATOR EVERETT McKINLEY DIRKSEN,[]
MARK McGUINN,"['deep contemporary country', 'country road']"
MICHAEL HOLM,['schlager']
LEON ASHLEY,[]
JIM FORD,[]
TOO SHORT & LIL' KIM,[]
THE KINLEYS,"['country dawn', 'country', 'deep contemporary country', 'contemporary country']"
JIM WEATHERLEY,[]
SOLOMON KING,[]
LO-KEY?,"['new jack swing', 'southern soul blues']"
THE WATTS 103RD ST. RHYTHM BAND,[]
DUANE EDDY,"['rock-and-roll', 'rockabilly', 'brill building pop', 'adult standards']"
THE WALLFLOWERS,"['pop rock', 'roots rock', 'neo mellow', 'singer-songwriter', 'post-grunge', 'mellow gold', 'folk rock', 'alternative rock', 'folk-pop']"
BILLY PAUL,[]
BLACK MOON,"['east coast hip hop', 'hardcore hip hop', 'rap', 'old school hip hop', 'underground hip hop', 'hip hop']"
THE BACK PORCH MAJORITY,[]
THE JETS,['freestyle']
JAY-Z featuring FOXY BROWN,"['pop rap', 'hip hop', 'rap']"
MILEY CYRUS,"['teen pop', 'pop christmas', 'pop', 'dance pop']"
SHAKIN' STEVENS,"['rockabilly', 'rock-and-roll', 'pub rock']"
THE VIOLINAIRES,"['praise', 'christian christmas']"
MIGHTY CLOUDS OF JOY,"['praise', 'gospel', 'christian christmas']"
CALVIN HARRIS featuring FLORENCE WELCH,"['electro house', 'house', 'alternative dance', 'edm', 'new rave', 'synthpop', 'indietronica', 'pop', 'progressive house']"
ALANNAH MYLES,"['new wave pop', 'soft rock', 'mellow gold', 'album rock']"
LOS LOBOS,"['roots rock', 'cowpunk']"
CHRIS BROWN featuring LIL WAYNE & FRENCH MONTANA or & TOO SH,"['dance pop', 'r&b', 'urban contemporary', 'pop', 'pop christmas', 'soul christmas']"
DUSTY FLETCHER,[]
JAGGED EDGE with ELLY,"['new jack swing', 'r&b', 'urban contemporary', 'soul christmas', 'pop christmas', 'neo soul', 'dance pop']"
GEORGE KERR,[]
DAVID PACK,['deep soft rock']
CHARLIE,[]
THE SPANIELS,['doo-wop']
KIRKO BANGZ,"['jerk', 'trap music', 'pop rap', 'alternative hip hop']"
GREENWOODS,[]
LOWELL FULSON,"['memphis blues', 'soul blues', 'jazz blues', 'texas blues', 'jump blues', 'louisiana blues', 'blues', 'chicago blues', 'piano blues', 'new orleans blues', 'electric blues', 'traditional blues', 'delta blues', 'swamp blues', 'acoustic blues', 'harmonica blues', 'modern blues', 'country blues', 'piedmont blues', 'jazz christmas']"
SPORTY THIEVZ featuring MR. WOODS,"['hardcore hip hop', 'east coast hip hop', 'rap']"
THE SPIRAL STAIRCASE,[]
PIECES OF EIGHT,[]
VOGUES,"['bubblegum pop', 'british invasion', 'brill building pop', 'merseybeat']"
DORIS DAY,"['christmas', 'adult standards', 'cabaret', 'lounge', 'vocal jazz', 'jazz christmas']"
KITTY WELLS,"['country gospel', 'traditional country', 'nashville sound', 'cowboy western', 'western swing', 'honky tonk', 'country christmas', 'outlaw country']"
DAMITA JO,[]
GRAHAM NASH & DAVID CROSBY,[]
TONI CHILDS,"['folk-pop', 'australian pop', 'new wave pop', 'lilith', 'singer-songwriter']"
GLORIA DENNIS,[]
RAY ANTHONY,"['easy listening', 'lounge', 'exotica', 'christmas', 'adult standards', 'swing', 'jazz christmas']"
WHITE PLAINS,['bubblegum pop']
THE CLASH,"['punk', 'permanent wave']"
BETTY LOGAN,[]
Q-TIP,"['hip hop', 'underground hip hop', 'rap', 'alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'old school hip hop', 'pop rap']"
LYNN ANDERSON,"['nashville sound', 'country gospel', 'country christmas', 'traditional country', 'cowboy western', 'western swing', 'country']"
DENINE WITH COLLAGE'S ADAM MARANO,"['freestyle', 'deep freestyle']"
BOBBY VALENTINO,"['alternative r&b', 'r&b', 'urban contemporary', 'indie r&b', 'neo soul', 'new jack swing', 'dance pop']"
CHRISTINA PERRI featuring STEVE KAZEE,"['pop', 'viral pop', 'teen pop', 'pop christmas', 'pop rock', 'neo mellow']"
KAY ARMEN,[]
FERRANTE & TEICHER,"['easy listening', 'exotica', 'lounge', 'christmas']"
FIVE STAIRSTEPS,"['chicago soul', 'motown', 'soul', 'southern soul', 'memphis soul', 'quiet storm']"
